,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_charges,total_calls,total_minutes,day_charge_per call,eve_charge_per_call,night_charge_per_call,intl_charge_per_call,day_call_length_per_call,eve_call_length_per_call,night_call_length_per_call,intl_call_length_per_call,day_charge_per_min,eve_charge_per_min,night_charge_per_min,intl_charge_per_min,day_charge_percentage,eve_charge_percentage,night_charge_percentage,intl_charge_percentage
2382,123,0,0,0,154.3,107,26.23,183.0,111,15.56,54.0,134,2.43,10.9,8,2.94,0,0,47.0,360,402.0,0.245,0.14,0.018,0.367,1.442,1.649,0.403,1.362,0.17,0.085,0.045,0.27,0.558,0.331,0.052,0.063
2383,68,0,1,30,122.9,93,20.89,233.5,91,19.85,199.5,144,8.98,9.6,2,2.59,2,0,52.0,330,566.0,0.225,0.218,0.062,1.295,1.322,2.566,1.385,4.8,0.17,0.085,0.045,0.27,0.402,0.382,0.173,0.05
2384,40,1,0,0,220.8,100,37.54,265.7,106,22.58,212.8,94,9.58,6.4,3,1.73,0,0,71.0,303,706.0,0.375,0.213,0.102,0.577,2.208,2.507,2.264,2.133,0.17,0.085,0.045,0.27,0.529,0.318,0.135,0.024
2385,132,0,0,0,214.6,78,36.48,251.7,98,21.39,240.8,88,10.84,13.9,2,3.75,0,0,72.0,266,721.0,0.468,0.218,0.123,1.875,2.751,2.568,2.736,6.95,0.17,0.085,0.045,0.27,0.507,0.297,0.151,0.052
2386,120,1,0,0,202.0,123,34.34,184.3,78,15.67,176.0,89,7.92,7.4,2,2.0,2,1,60.0,292,570.0,0.279,0.201,0.089,1.0,1.642,2.363,1.978,3.7,0.17,0.085,0.045,0.27,0.572,0.261,0.132,0.033
2387,108,0,1,32,209.5,108,35.62,109.6,64,9.32,189.7,145,8.54,9.1,6,2.46,6,1,56.0,323,518.0,0.33,0.146,0.059,0.41,1.94,1.712,1.308,1.517,0.17,0.085,0.045,0.27,0.636,0.166,0.152,0.044
2388,161,0,0,0,297.9,141,50.64,238.1,107,20.24,240.5,93,10.82,8.9,5,2.4,1,1,84.0,346,785.0,0.359,0.189,0.116,0.48,2.113,2.225,2.586,1.78,0.17,0.085,0.045,0.27,0.603,0.241,0.129,0.029
2389,130,0,0,0,212.8,102,36.18,189.8,137,16.13,170.1,105,7.65,10.6,4,2.86,0,1,63.0,348,583.0,0.355,0.118,0.073,0.715,2.086,1.385,1.62,2.65,0.17,0.085,0.045,0.27,0.574,0.256,0.121,0.045
2390,122,0,0,0,145.6,102,24.75,284.7,111,24.2,228.2,91,10.27,12.2,5,3.29,0,0,63.0,309,671.0,0.243,0.218,0.113,0.658,1.427,2.565,2.508,2.44,0.17,0.085,0.045,0.27,0.393,0.384,0.163,0.052
2391,130,0,1,19,152.9,87,25.99,213.2,99,18.12,205.3,114,9.24,10.8,6,2.92,2,0,56.0,306,582.0,0.299,0.183,0.081,0.487,1.757,2.154,1.801,1.8,0.17,0.085,0.045,0.27,0.464,0.324,0.165,0.052
2392,90,0,0,0,125.4,158,21.32,269.1,83,22.87,238.6,103,10.74,11.0,7,2.97,1,0,58.0,351,644.0,0.135,0.276,0.104,0.424,0.794,3.242,2.317,1.571,0.17,0.085,0.045,0.27,0.368,0.394,0.185,0.051
2393,139,0,1,25,138.3,96,23.51,80.6,79,6.85,163.7,83,7.37,8.3,8,2.24,0,0,40.0,266,391.0,0.245,0.087,0.089,0.28,1.441,1.02,1.972,1.037,0.17,0.085,0.045,0.27,0.588,0.171,0.184,0.056
2394,57,0,0,0,189.3,157,32.18,174.9,70,14.87,221.9,117,9.99,11.2,5,3.02,3,0,60.0,349,597.0,0.205,0.212,0.085,0.604,1.206,2.499,1.897,2.24,0.17,0.085,0.045,0.27,0.536,0.248,0.166,0.05
2395,128,0,0,0,199.3,86,33.88,194.8,102,16.56,298.2,82,13.42,14.3,2,3.86,4,0,68.0,272,707.0,0.394,0.162,0.164,1.93,2.317,1.91,3.637,7.15,0.17,0.085,0.045,0.27,0.498,0.244,0.197,0.057
2396,127,1,0,0,247.5,99,42.08,108.5,118,9.22,232.0,72,10.44,10.6,3,2.86,2,0,65.0,292,599.0,0.425,0.078,0.145,0.953,2.5,0.919,3.222,3.533,0.17,0.085,0.045,0.27,0.647,0.142,0.161,0.044
2397,107,0,0,0,294.9,71,50.13,192.8,78,16.39,148.1,87,6.66,13.2,5,3.56,1,1,77.0,241,649.0,0.706,0.21,0.077,0.712,4.154,2.472,1.702,2.64,0.17,0.085,0.045,0.27,0.651,0.213,0.086,0.046
2398,177,0,0,0,175.4,99,29.82,155.3,83,13.2,179.4,86,8.07,11.5,3,3.11,1,0,54.0,271,522.0,0.301,0.159,0.094,1.037,1.772,1.871,2.086,3.833,0.17,0.085,0.045,0.27,0.552,0.244,0.149,0.058
2399,121,0,0,0,179.4,70,30.5,143.0,93,12.16,116.3,113,5.23,11.2,5,3.02,1,0,51.0,281,450.0,0.436,0.131,0.046,0.604,2.563,1.538,1.029,2.24,0.17,0.085,0.045,0.27,0.598,0.238,0.103,0.059
2400,99,1,1,39,126.8,94,21.56,293.6,115,24.96,174.1,91,7.83,8.4,4,2.27,0,0,57.0,304,603.0,0.229,0.217,0.086,0.567,1.349,2.553,1.913,2.1,0.17,0.085,0.045,0.27,0.378,0.438,0.137,0.04
2401,126,1,0,0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1,1,76.0,293,716.0,0.468,0.26,0.073,3.08,2.755,3.062,1.624,11.4,0.17,0.085,0.045,0.27,0.536,0.315,0.109,0.041
2402,77,0,1,33,143.0,101,24.31,212.2,102,18.04,104.9,120,4.72,15.3,4,4.13,5,1,51.0,327,475.0,0.241,0.177,0.039,1.032,1.416,2.08,0.874,3.825,0.17,0.085,0.045,0.27,0.477,0.354,0.093,0.081
2403,21,0,0,0,91.9,109,15.62,198.4,111,16.86,171.7,125,7.73,13.0,7,3.51,2,0,44.0,352,475.0,0.143,0.152,0.062,0.501,0.843,1.787,1.374,1.857,0.17,0.085,0.045,0.27,0.355,0.383,0.176,0.08
2404,56,0,0,0,210.4,80,35.77,176.6,96,15.01,149.7,56,6.74,15.5,4,4.19,1,0,62.0,236,552.0,0.447,0.156,0.12,1.047,2.63,1.84,2.673,3.875,0.17,0.085,0.045,0.27,0.577,0.242,0.109,0.068
2405,92,0,1,29,201.3,130,34.22,203.7,115,17.31,129.9,113,5.85,6.4,6,1.73,1,1,59.0,364,541.0,0.263,0.151,0.052,0.288,1.548,1.771,1.15,1.067,0.17,0.085,0.045,0.27,0.58,0.293,0.099,0.029
2406,81,0,0,0,145.6,59,24.75,287.9,131,24.47,181.7,121,8.18,9.2,4,2.48,2,0,60.0,315,624.0,0.419,0.187,0.068,0.62,2.468,2.198,1.502,2.3,0.17,0.085,0.045,0.27,0.412,0.408,0.136,0.041
2407,139,1,1,31,203.5,82,34.6,200.3,72,17.03,214.0,112,9.63,13.4,6,3.62,1,1,65.0,272,631.0,0.422,0.237,0.086,0.603,2.482,2.782,1.911,2.233,0.17,0.085,0.045,0.27,0.532,0.262,0.148,0.056
2408,68,0,0,0,232.4,76,39.51,153.3,103,13.03,214.6,107,9.66,10.5,2,2.84,1,0,65.0,288,611.0,0.52,0.127,0.09,1.42,3.058,1.488,2.006,5.25,0.17,0.085,0.045,0.27,0.608,0.2,0.149,0.044
2409,183,0,1,8,86.5,119,14.71,285.2,97,24.24,180.4,133,8.12,8.7,2,2.35,2,0,49.0,351,561.0,0.124,0.25,0.061,1.175,0.727,2.94,1.356,4.35,0.17,0.085,0.045,0.27,0.3,0.495,0.166,0.048
2410,90,0,0,0,109.9,102,18.68,220.8,114,18.77,104.0,133,4.68,10.9,6,2.94,0,0,45.0,355,446.0,0.183,0.165,0.035,0.49,1.077,1.937,0.782,1.817,0.17,0.085,0.045,0.27,0.415,0.417,0.104,0.065
2411,165,0,0,0,156.0,88,26.52,276.1,81,23.47,175.9,94,7.92,9.3,5,2.51,1,0,60.0,268,617.0,0.301,0.29,0.084,0.502,1.773,3.409,1.871,1.86,0.17,0.085,0.045,0.27,0.442,0.391,0.132,0.042
2412,89,0,0,0,326.3,112,55.47,165.1,110,14.03,162.9,97,7.33,7.5,1,2.03,1,1,79.0,320,662.0,0.495,0.128,0.076,2.03,2.913,1.501,1.679,7.5,0.17,0.085,0.045,0.271,0.702,0.178,0.093,0.026
2413,59,0,0,0,195.0,58,33.15,198.5,88,16.87,304.3,110,13.69,14.8,9,4.0,0,0,68.0,265,713.0,0.572,0.192,0.124,0.444,3.362,2.256,2.766,1.644,0.17,0.085,0.045,0.27,0.487,0.248,0.201,0.059
2414,16,1,0,0,110.0,91,18.7,147.3,75,12.52,190.5,73,8.57,6.4,7,1.73,0,0,42.0,246,454.0,0.205,0.167,0.117,0.247,1.209,1.964,2.61,0.914,0.17,0.085,0.045,0.27,0.445,0.298,0.204,0.041
2415,114,0,0,0,147.1,119,25.01,161.0,111,13.69,275.9,106,12.42,9.0,3,2.43,5,1,54.0,339,593.0,0.21,0.123,0.117,0.81,1.236,1.45,2.603,3.0,0.17,0.085,0.045,0.27,0.463,0.254,0.23,0.045
2416,113,0,0,0,156.0,141,26.52,256.8,72,21.83,175.3,123,7.89,11.9,5,3.21,2,0,59.0,341,600.0,0.188,0.303,0.064,0.642,1.106,3.567,1.425,2.38,0.17,0.085,0.045,0.27,0.449,0.37,0.134,0.054
2417,120,0,0,0,98.2,99,16.69,186.7,85,15.87,146.7,96,6.6,9.3,4,2.51,2,0,42.0,284,441.0,0.169,0.187,0.069,0.627,0.992,2.196,1.528,2.325,0.17,0.085,0.045,0.27,0.397,0.378,0.157,0.06
2418,115,0,0,0,210.6,120,35.8,153.1,84,13.01,262.2,79,11.8,11.0,5,2.97,0,0,64.0,288,637.0,0.298,0.155,0.149,0.594,1.755,1.823,3.319,2.2,0.17,0.085,0.045,0.27,0.559,0.203,0.184,0.046
2419,37,0,0,0,239.9,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,2.4,2,1,75.0,300,718.0,0.34,0.253,0.106,0.6,1.999,2.973,2.353,2.225,0.17,0.085,0.045,0.27,0.544,0.297,0.124,0.032
2420,100,1,0,0,159.9,94,27.18,179.9,95,15.29,154.4,102,6.95,11.6,2,3.13,2,1,53.0,293,506.0,0.289,0.161,0.068,1.565,1.701,1.894,1.514,5.8,0.17,0.085,0.045,0.27,0.513,0.288,0.131,0.059
2421,132,0,0,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,1,56.0,282,520.0,0.51,0.096,0.085,0.98,2.997,1.125,1.886,3.633,0.17,0.085,0.045,0.27,0.601,0.203,0.142,0.052
2422,38,0,1,36,115.4,98,19.62,166.2,83,14.13,184.7,79,8.31,15.2,6,4.1,2,0,46.0,266,482.0,0.2,0.17,0.105,0.683,1.178,2.002,2.338,2.533,0.17,0.085,0.045,0.27,0.427,0.307,0.181,0.089
2423,1,0,0,0,123.8,113,21.05,236.2,77,20.08,73.2,81,3.29,3.7,2,1.0,0,0,45.0,273,437.0,0.186,0.261,0.041,0.5,1.096,3.068,0.904,1.85,0.17,0.085,0.045,0.27,0.468,0.446,0.073,0.022
2424,97,0,1,15,117.6,97,19.99,196.3,126,16.69,157.4,113,7.08,6.4,3,1.73,1,0,45.0,339,478.0,0.206,0.132,0.063,0.577,1.212,1.558,1.393,2.133,0.17,0.085,0.045,0.27,0.444,0.371,0.157,0.038
2425,55,0,1,28,105.3,82,17.9,197.4,109,16.78,187.5,91,8.44,8.6,6,2.32,2,0,45.0,288,499.0,0.218,0.154,0.093,0.387,1.284,1.811,2.06,1.433,0.17,0.085,0.045,0.27,0.398,0.373,0.188,0.052
2426,75,0,0,0,111.7,121,18.99,237.3,119,20.17,253.5,110,11.41,13.1,6,3.54,1,0,54.0,356,616.0,0.157,0.169,0.104,0.59,0.923,1.994,2.305,2.183,0.17,0.085,0.045,0.27,0.352,0.374,0.211,0.066
2427,83,0,0,0,159.3,104,27.08,202.3,98,17.2,229.0,73,10.31,9.5,3,2.57,2,0,57.0,278,600.0,0.26,0.176,0.141,0.857,1.532,2.064,3.137,3.167,0.17,0.085,0.045,0.271,0.475,0.302,0.181,0.045
2428,40,0,0,0,81.7,123,13.89,210.2,108,17.87,212.0,64,9.54,11.3,3,3.05,6,1,44.0,298,515.0,0.113,0.165,0.149,1.017,0.664,1.946,3.312,3.767,0.17,0.085,0.045,0.27,0.316,0.406,0.217,0.069
2429,101,0,1,21,238.0,88,40.46,209.6,84,17.82,233.0,95,10.49,10.0,5,2.7,2,0,71.0,272,691.0,0.46,0.212,0.11,0.54,2.705,2.495,2.453,2.0,0.17,0.085,0.045,0.27,0.57,0.251,0.148,0.038
2430,120,0,1,40,128.1,99,21.78,247.7,78,21.05,199.7,121,8.99,15.6,3,4.21,0,0,56.0,301,591.0,0.22,0.27,0.074,1.403,1.294,3.176,1.65,5.2,0.17,0.085,0.045,0.27,0.389,0.376,0.161,0.075
2431,183,0,1,31,171.2,104,29.1,193.6,74,16.46,196.5,85,8.84,10.2,4,2.75,1,0,57.0,267,572.0,0.28,0.222,0.104,0.687,1.646,2.616,2.312,2.55,0.17,0.085,0.045,0.27,0.511,0.289,0.155,0.048
2432,75,0,0,0,109.0,88,18.53,259.3,120,22.04,182.1,119,8.19,13.3,3,3.59,4,1,52.0,330,564.0,0.211,0.184,0.069,1.197,1.239,2.161,1.53,4.433,0.17,0.085,0.045,0.27,0.356,0.424,0.157,0.069
2433,80,0,0,0,220.0,114,37.4,207.7,76,17.65,168.4,137,7.58,12.1,3,3.27,2,0,66.0,330,608.0,0.328,0.232,0.055,1.09,1.93,2.733,1.229,4.033,0.17,0.085,0.045,0.27,0.567,0.267,0.115,0.05
2434,88,0,0,0,55.6,65,9.45,242.7,121,20.63,176.3,134,7.93,11.3,4,3.05,0,0,41.0,324,486.0,0.145,0.17,0.059,0.762,0.855,2.006,1.316,2.825,0.17,0.085,0.045,0.27,0.23,0.503,0.193,0.074
2435,112,0,1,23,286.6,79,48.72,315.3,102,26.8,193.9,101,8.73,10.3,6,2.78,1,0,87.0,288,806.0,0.617,0.263,0.086,0.463,3.628,3.091,1.92,1.717,0.17,0.085,0.045,0.27,0.56,0.308,0.1,0.032
2436,63,0,0,0,207.6,96,35.29,229.0,112,19.47,162.6,131,7.32,13.3,2,3.59,1,0,66.0,341,612.0,0.368,0.174,0.056,1.795,2.162,2.045,1.241,6.65,0.17,0.085,0.045,0.27,0.535,0.295,0.111,0.054
2437,105,0,1,31,109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24,4,1,57.0,332,688.0,0.172,0.178,0.143,0.56,1.015,2.095,3.18,2.075,0.17,0.085,0.045,0.27,0.327,0.372,0.254,0.039
2438,92,0,0,0,197.2,113,33.52,242.3,116,20.6,192.0,76,8.64,11.0,5,2.97,2,0,66.0,310,642.0,0.297,0.178,0.114,0.594,1.745,2.089,2.526,2.2,0.17,0.085,0.045,0.27,0.508,0.312,0.131,0.045
2439,177,0,0,0,175.7,120,29.87,168.6,90,14.33,198.9,110,8.95,14.6,4,3.94,1,0,57.0,324,558.0,0.249,0.159,0.081,0.985,1.464,1.873,1.808,3.65,0.17,0.085,0.045,0.27,0.524,0.251,0.157,0.069
2440,118,0,0,0,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,7.0,6,1.89,0,0,60.0,373,573.0,0.303,0.115,0.069,0.315,1.784,1.349,1.531,1.167,0.17,0.085,0.045,0.27,0.581,0.262,0.132,0.031
2441,111,0,1,13,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27,1,0,56.0,300,544.0,0.316,0.097,0.109,0.817,1.857,1.139,2.419,3.025,0.17,0.085,0.045,0.27,0.586,0.169,0.183,0.058
2442,82,0,1,34,232.6,121,39.54,153.2,115,13.02,286.7,77,12.9,4.7,3,1.27,3,0,67.0,316,677.0,0.327,0.113,0.168,0.423,1.922,1.332,3.723,1.567,0.17,0.085,0.045,0.27,0.59,0.194,0.193,0.019
2443,74,0,0,0,102.7,89,17.46,149.3,100,12.69,188.1,114,8.46,11.0,5,2.97,0,0,42.0,308,451.0,0.196,0.127,0.074,0.594,1.154,1.493,1.65,2.2,0.17,0.085,0.045,0.27,0.416,0.302,0.201,0.071
2444,121,0,1,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5,0,77.0,335,679.0,0.639,0.201,0.04,0.655,3.759,2.367,0.889,2.425,0.17,0.085,0.045,0.27,0.581,0.308,0.074,0.034
2445,131,0,0,0,197.0,79,33.49,201.0,114,17.09,151.2,111,6.8,11.6,5,3.13,1,0,61.0,309,561.0,0.424,0.15,0.061,0.626,2.494,1.763,1.362,2.32,0.17,0.085,0.045,0.27,0.549,0.28,0.111,0.051
2446,125,0,0,0,169.3,90,28.78,156.0,138,13.26,210.8,106,9.49,11.6,6,3.13,2,0,55.0,340,548.0,0.32,0.096,0.09,0.522,1.881,1.13,1.989,1.933,0.17,0.085,0.045,0.27,0.523,0.241,0.173,0.057
2447,19,0,0,0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48,1,0,59.0,335,564.0,0.279,0.1,0.101,0.87,1.638,1.175,2.251,3.225,0.17,0.085,0.045,0.27,0.581,0.186,0.168,0.059
2448,138,0,0,0,251.0,119,42.67,91.2,96,7.75,142.2,87,6.4,13.8,3,3.73,3,0,61.0,305,498.0,0.359,0.081,0.074,1.243,2.109,0.95,1.634,4.6,0.17,0.085,0.045,0.27,0.7,0.127,0.105,0.061
2449,119,0,0,0,230.4,117,39.17,225.0,101,19.13,198.5,111,8.93,7.6,6,2.05,3,0,69.0,335,662.0,0.335,0.189,0.08,0.342,1.969,2.228,1.788,1.267,0.17,0.085,0.045,0.27,0.568,0.277,0.129,0.03
2450,137,0,0,0,109.8,120,18.67,230.5,86,19.59,255.8,103,11.51,11.9,6,3.21,1,0,53.0,315,608.0,0.156,0.228,0.112,0.535,0.915,2.68,2.483,1.983,0.17,0.085,0.045,0.27,0.352,0.37,0.217,0.061
2451,182,0,0,0,279.5,118,47.52,203.2,113,17.27,174.2,101,7.84,10.7,4,2.89,2,1,76.0,336,668.0,0.403,0.153,0.078,0.722,2.369,1.798,1.725,2.675,0.17,0.085,0.045,0.27,0.625,0.227,0.103,0.038
2452,135,0,0,0,173.4,107,29.48,222.0,84,18.87,64.2,94,2.89,13.7,6,3.7,1,0,55.0,291,473.0,0.276,0.225,0.031,0.617,1.621,2.643,0.683,2.283,0.17,0.085,0.045,0.27,0.536,0.343,0.053,0.067
2453,134,0,1,38,214.4,93,36.45,211.7,57,17.99,165.0,79,7.43,10.0,8,2.7,1,0,65.0,237,601.0,0.392,0.316,0.094,0.337,2.305,3.714,2.089,1.25,0.17,0.085,0.045,0.27,0.561,0.277,0.114,0.042
2454,45,0,0,0,96.1,103,16.34,246.8,134,20.98,229.7,92,10.34,9.7,4,2.62,1,0,50.0,333,582.0,0.159,0.157,0.112,0.655,0.933,1.842,2.497,2.425,0.17,0.085,0.045,0.27,0.327,0.42,0.207,0.052
2455,129,0,0,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,0,47.0,374,515.0,0.119,0.182,0.066,0.32,0.699,2.147,1.473,1.183,0.17,0.085,0.045,0.27,0.367,0.45,0.151,0.041
2456,142,0,0,0,232.5,74,39.53,181.8,142,15.45,203.1,86,9.14,10.4,6,2.81,4,0,67.0,308,628.0,0.534,0.109,0.106,0.468,3.142,1.28,2.362,1.733,0.17,0.085,0.045,0.27,0.59,0.231,0.136,0.042
2457,130,0,1,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,0,61.0,284,624.0,0.247,0.195,0.148,1.645,1.454,2.289,3.288,6.1,0.17,0.085,0.045,0.27,0.486,0.303,0.162,0.054
2458,163,0,1,23,224.0,126,38.08,233.5,89,19.85,293.9,104,13.23,8.8,4,2.38,1,0,74.0,323,760.0,0.302,0.223,0.127,0.595,1.778,2.624,2.826,2.2,0.17,0.085,0.045,0.27,0.515,0.268,0.179,0.032
2459,105,0,0,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4,0,65.0,268,624.0,0.363,0.228,0.104,0.567,2.132,2.677,2.307,2.1,0.17,0.085,0.045,0.27,0.552,0.231,0.153,0.061
2460,119,0,0,0,109.2,96,18.56,153.1,80,13.01,240.0,102,10.8,9.8,5,2.65,2,0,45.0,283,512.0,0.193,0.163,0.106,0.53,1.137,1.914,2.353,1.96,0.17,0.085,0.045,0.27,0.412,0.289,0.24,0.059
2461,78,0,0,0,220.0,95,37.4,179.9,121,15.29,188.2,109,8.47,11.5,5,3.11,0,0,64.0,330,600.0,0.394,0.126,0.078,0.622,2.316,1.487,1.727,2.3,0.17,0.085,0.045,0.27,0.584,0.239,0.132,0.049
2462,92,0,0,0,181.4,98,30.84,164.5,98,13.98,171.0,110,7.69,10.9,4,2.94,2,0,55.0,310,528.0,0.315,0.143,0.07,0.735,1.851,1.679,1.555,2.725,0.17,0.085,0.045,0.27,0.561,0.254,0.14,0.053
2463,146,0,1,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2,0,59.0,265,596.0,0.375,0.164,0.117,0.682,2.204,1.93,2.601,2.525,0.17,0.085,0.045,0.27,0.521,0.25,0.177,0.046
2464,125,0,1,32,96.5,109,16.41,145.8,109,12.39,174.4,82,7.85,9.4,2,2.54,1,0,39.0,302,426.0,0.151,0.114,0.096,1.27,0.885,1.338,2.127,4.7,0.17,0.085,0.045,0.27,0.421,0.318,0.201,0.065
2465,88,0,0,0,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,3,0,57.0,266,556.0,0.335,0.181,0.099,0.448,1.973,2.131,2.202,1.66,0.17,0.085,0.045,0.27,0.547,0.254,0.153,0.039
2466,83,0,1,38,107.9,90,18.34,140.4,94,11.93,253.6,79,11.41,10.5,2,2.84,0,0,45.0,265,512.0,0.204,0.127,0.144,1.42,1.199,1.494,3.21,5.25,0.17,0.085,0.045,0.27,0.408,0.265,0.254,0.063
2467,3,1,0,0,161.0,96,27.37,244.9,82,20.82,180.8,103,8.14,7.7,6,2.08,1,0,58.0,287,594.0,0.285,0.254,0.079,0.347,1.677,2.987,1.755,1.283,0.17,0.085,0.045,0.27,0.472,0.359,0.14,0.036
2468,152,1,1,41,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,1,1,60.0,306,650.0,0.195,0.253,0.12,0.58,1.147,2.975,2.67,2.15,0.17,0.085,0.045,0.27,0.416,0.405,0.16,0.019
2469,48,0,0,0,149.2,146,25.36,161.9,109,13.76,197.9,109,8.91,8.3,2,2.24,3,0,50.0,366,517.0,0.174,0.126,0.082,1.12,1.022,1.485,1.816,4.15,0.17,0.085,0.045,0.27,0.507,0.275,0.178,0.045
2470,189,0,0,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3,0,64.0,331,604.0,0.312,0.129,0.099,0.377,1.837,1.513,2.21,1.4,0.17,0.085,0.045,0.27,0.605,0.225,0.141,0.024
2471,95,0,1,23,160.3,87,27.25,202.4,101,17.2,191.1,122,8.6,7.4,3,2.0,0,0,55.0,313,561.0,0.313,0.17,0.07,0.667,1.843,2.004,1.566,2.467,0.17,0.085,0.045,0.27,0.495,0.313,0.156,0.036
2472,129,0,0,0,137.8,120,23.43,225.8,110,19.19,145.2,95,6.53,10.2,6,2.75,1,1,52.0,331,519.0,0.195,0.174,0.069,0.458,1.148,2.053,1.528,1.7,0.17,0.085,0.045,0.27,0.451,0.369,0.126,0.053
2473,66,0,1,40,141.7,87,24.09,268.3,89,22.81,241.3,68,10.86,8.5,7,2.3,0,0,60.0,251,660.0,0.277,0.256,0.16,0.329,1.629,3.015,3.549,1.214,0.17,0.085,0.045,0.271,0.401,0.38,0.181,0.038
2474,80,0,1,22,196.4,115,33.39,150.3,109,12.78,176.2,75,7.93,9.3,1,2.51,0,0,57.0,300,532.0,0.29,0.117,0.106,2.51,1.708,1.379,2.349,9.3,0.17,0.085,0.045,0.27,0.586,0.224,0.139,0.044
2475,1,0,0,0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1,0,54.0,265,563.0,0.402,0.163,0.095,0.477,2.368,1.92,2.115,1.767,0.17,0.085,0.045,0.27,0.551,0.239,0.192,0.026
2476,84,0,0,0,146.8,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67,1,0,53.0,278,563.0,0.188,0.2,0.153,0.89,1.104,2.352,3.399,3.3,0.17,0.085,0.045,0.27,0.471,0.275,0.199,0.05
2477,96,0,0,0,173.9,111,29.56,287.4,105,24.43,204.8,91,9.22,9.1,7,2.46,1,0,66.0,314,675.0,0.266,0.233,0.101,0.351,1.567,2.737,2.251,1.3,0.17,0.085,0.045,0.27,0.448,0.37,0.14,0.037
2478,123,0,1,34,305.2,80,51.88,156.5,109,13.3,280.0,81,12.6,13.2,7,3.56,1,0,81.0,277,755.0,0.648,0.122,0.156,0.509,3.815,1.436,3.457,1.886,0.17,0.085,0.045,0.27,0.64,0.164,0.156,0.044
2479,116,1,1,29,162.3,91,27.59,279.3,79,23.74,192.7,131,8.67,11.7,2,3.16,3,1,63.0,303,646.0,0.303,0.301,0.066,1.58,1.784,3.535,1.471,5.85,0.17,0.085,0.045,0.27,0.438,0.377,0.138,0.05
2480,105,1,0,0,150.0,106,25.5,293.8,123,24.97,250.7,65,11.28,10.3,7,2.78,3,0,65.0,301,705.0,0.241,0.203,0.174,0.397,1.415,2.389,3.857,1.471,0.17,0.085,0.045,0.27,0.392,0.384,0.174,0.043
2481,80,0,0,0,197.5,114,33.58,206.9,119,17.59,163.6,109,7.36,11.3,4,3.05,1,0,62.0,346,579.0,0.295,0.148,0.068,0.762,1.732,1.739,1.501,2.825,0.17,0.085,0.045,0.27,0.542,0.284,0.119,0.049
2482,157,0,0,0,240.2,67,40.83,153.0,98,13.01,249.0,72,11.21,10.2,6,2.75,2,0,68.0,243,652.0,0.609,0.133,0.156,0.458,3.585,1.561,3.458,1.7,0.17,0.085,0.045,0.27,0.6,0.191,0.165,0.04
2483,67,0,1,30,186.2,117,31.65,286.7,76,24.37,164.3,113,7.39,12.9,3,3.48,2,0,67.0,309,650.0,0.271,0.321,0.065,1.16,1.591,3.772,1.454,4.3,0.17,0.085,0.045,0.27,0.472,0.364,0.11,0.052
2484,141,0,1,39,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,0,60.0,342,696.0,0.156,0.267,0.104,1.66,0.92,3.142,2.319,6.15,0.17,0.085,0.045,0.27,0.331,0.392,0.217,0.055
2485,79,0,1,17,236.7,95,40.24,263.5,56,22.4,259.6,107,11.68,12.0,4,3.24,1,0,78.0,262,772.0,0.424,0.4,0.109,0.81,2.492,4.705,2.426,3.0,0.17,0.085,0.045,0.27,0.516,0.287,0.15,0.042
2486,76,0,0,0,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46,0,0,50.0,280,481.0,0.317,0.139,0.074,0.487,1.862,1.64,1.643,1.8,0.17,0.085,0.045,0.27,0.589,0.223,0.154,0.029
2487,111,0,0,0,152.2,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65,0,0,49.0,316,485.0,0.227,0.114,0.086,0.883,1.335,1.345,1.916,3.267,0.17,0.085,0.045,0.27,0.528,0.238,0.171,0.054
